iter	Logloss
261	0.3898350428
262	0.3896153551
263	0.3892472309
264	0.3890449158
265	0.3886723555
266	0.388369039
267	0.3881000545
268	0.3878530523
269	0.3876679182
270	0.3874991344
271	0.3872944871
272	0.3870721417
273	0.3868535656
274	0.3865942872
275	0.3864751089
276	0.3862480204
277	0.3859194923
278	0.3856660431
279	0.385443305
280	0.3852426004
281	0.3849234588
282	0.3845984658
283	0.3843944733
284	0.3842452055
285	0.3841104291
286	0.3839313011
287	0.3835250744
288	0.3830848305
289	0.3828427394
290	0.3826477453
291	0.382486852
292	0.3822480113
293	0.3819935357
294	0.3818015545
295	0.3816222229
296	0.381284114
297	0.3808905087
298	0.3806760084
299	0.3804539903
300	0.3801684774
301	0.3799135071
302	0.3797068031
303	0.3794271254
304	0.3791890218
305	0.379046236
306	0.3788960729
307	0.3785785417
308	0.3784428032
309	0.3782501373
310	0.3780736153
311	0.3777269475
312	0.3774787652
313	0.3772079915
314	0.3770316019
315	0.3768232858
316	0.3766701624
317	0.3764814888
318	0.3761883037
319	0.375917084
320	0.3756480474
321	0.3754944393
322	0.3752559769
323	0.3750087713
324	0.3748168405
325	0.374518951
326	0.3743225502
327	0.3740132635
328	0.3737828392
329	0.3735964516
330	0.3733632504
331	0.3731829089
332	0.3729819949
333	0.3727896119
334	0.3725733032
335	0.3723459724
336	0.3720998261
337	0.3718259202
338	0.3716449897
339	0.3713606851
340	0.3710435422
341	0.3708437232
342	0.3706590635
343	0.3704795064
344	0.370220835
345	0.3699949538
346	0.3696433775
347	0.3694028093
348	0.3691889426
349	0.3690150912
350	0.3687812174
351	0.3685677825
352	0.3683264504
353	0.3679846928
354	0.3678293133
355	0.3676912679
356	0.3675579126
357	0.3673513524
358	0.367058045
359	0.3667846337
360	0.3665800795
361	0.3662982103
362	0.3661083973
363	0.3659171512
364	0.3655441918
365	0.3652777226
366	0.3650208354
367	0.3647353159
368	0.3644394065
369	0.3642515941
370	0.3640093029
371	0.3637976304
372	0.3636172268
373	0.3634716606
374	0.3632783302
375	0.3630267309
376	0.3628085949
377	0.3626195359
378	0.3624527917
379	0.3621711409
380	0.3619084219
381	0.3617080545
382	0.3615532577
383	0.3612732547
384	0.3610995603
385	0.3608977421
386	0.3606233117
387	0.3603185892
388	0.3601906834
389	0.3599784459
390	0.3596974496
391	0.3594797173
392	0.3592421966
393	0.3590967283
394	0.3589391573
395	0.3586045836
396	0.3583319304
397	0.358139583
398	0.3579143695
399	0.3576652573
400	0.3574387176
401	0.3572754572
402	0.3571421643
403	0.356895829
404	0.3567539925
405	0.3565286308
406	0.3562867804
407	0.3560698652
408	0.3558258628
409	0.3556435267
410	0.355398746
411	0.3552531189
412	0.354915712
413	0.3546962111
414	0.3544732494
415	0.354233034
416	0.3538066693
417	0.3535808912
418	0.3534034505
419	0.3531771469
420	0.3530277474
421	0.3528199809
422	0.3526501193
423	0.3524964443
424	0.3522370467
425	0.3519990044
426	0.3516992981
427	0.3513303672
428	0.3511321349
429	0.3509104873
430	0.3505707173
431	0.3503394027
432	0.3501912344
433	0.349976772
434	0.3496320515
435	0.3493062822
436	0.3491424156
437	0.3489708278
438	0.3486956182
439	0.3484205669
440	0.3482692771
441	0.3481107878
442	0.3478532982
443	0.3476776913
444	0.3474605937
445	0.3471742277
446	0.3469613379
447	0.3467289361
448	0.3465737477
449	0.3464029951
450	0.346216283
451	0.3460274478
452	0.345822857
453	0.3456446426
454	0.3454578047
455	0.3452291241
456	0.3450964567
457	0.3447083482
458	0.3445333843
459	0.3442432466
460	0.3441268206
461	0.3439099059
462	0.3436816268
463	0.3434874225
464	0.3432285943
465	0.3429835375
466	0.3428067462
467	0.3425759501
468	0.3424242691
469	0.3422586868
470	0.3420439952
471	0.3418155925
472	0.3415989611
473	0.3413304333
474	0.3410701123
475	0.340893916
476	0.3406142183
477	0.3403574797
478	0.3400999996
479	0.3399171938
480	0.3397844955
481	0.3396042512
482	0.3393542577
483	0.3391655068
484	0.3389703078
485	0.3385576394
486	0.3383212626
487	0.3379465229
488	0.3377231604
489	0.3374822589
490	0.3372775124
491	0.337052036
492	0.3368849134
493	0.3366994287
494	0.336530749
495	0.336372248
496	0.3361303489
497	0.3358960576
498	0.3356960846
499	0.3355403565
500	0.3353319547
501	0.3351056729
502	0.3348850404
503	0.3347239845
504	0.3345461575
505	0.3343550105
506	0.3342042887
507	0.3340047164
508	0.3337469824
509	0.3334745772
510	0.3333054378
511	0.3330800031
512	0.3329007997
513	0.3327349955
514	0.3325347474
515	0.3323575404
516	0.3321817251
517	0.3317927426
518	0.331619299
519	0.3314050536
520	0.3311899452
521	0.330972382
522	0.3307853279
523	0.3306409956
524	0.3304419655
525	0.3301851213
526	0.3300051315
527	0.3298736482
528	0.3295986262
529	0.3294515444
530	0.3292529857
531	0.3291305178
532	0.3288840546
533	0.3287039512
534	0.3285294046
535	0.3283264267
536	0.3280870367
537	0.3278598303
538	0.3276353078
539	0.3272703457
540	0.3270716992
541	0.326852903
542	0.3266270051
543	0.326452289
544	0.3262137516
545	0.3259897695
546	0.3258030049
547	0.3256302383
548	0.3254906677
549	0.3252892097
550	0.3250874774
551	0.3249090956
552	0.3246689672
553	0.3244118003
554	0.3241838257
555	0.3239631996
556	0.3238001093
557	0.3236217882
558	0.323386919
559	0.3231533591
560	0.3229221567
561	0.3227249163
562	0.3225535156
563	0.3223419377
564	0.3221447925
565	0.3219897859
566	0.3218068398
567	0.3215561664
568	0.3212969111
569	0.321088521
570	0.3209240778
571	0.3207146534
572	0.3205414712
573	0.3203130599
574	0.3201519067
575	0.3198775199
576	0.3197318583
577	0.3194553532
578	0.3192195265
579	0.3189588588
580	0.3187357009
581	0.3185028646
582	0.3182667843
583	0.3180452737
584	0.317849564
585	0.3176279799
586	0.317486247
587	0.3172382432
588	0.3171226686
589	0.3168936728
590	0.3167251375
591	0.3165389515
592	0.3163738889
593	0.3161606813
594	0.3160060445
595	0.3157543114
596	0.3156113273
597	0.3154062869
598	0.315252599
599	0.3150331374
600	0.3148768629
601	0.3147042317
602	0.3144334379
603	0.3142992633
604	0.3141091844
605	0.3139418174
606	0.313760969
607	0.3136051018
608	0.3134372115
609	0.3132238596
610	0.3130503832
611	0.3129071986
612	0.3126912864
613	0.3125030736
614	0.31235889
615	0.3122313671
616	0.3120274428
617	0.3118349049
618	0.3116562167
619	0.311436077
620	0.3112829056
621	0.3111093207
622	0.3109375189
623	0.3107156006
624	0.3105313079
625	0.3103887149
626	0.3101429741
627	0.3099475246
628	0.309788177
629	0.3096338353
630	0.3095035084
631	0.3093235211
632	0.3091105152
633	0.3088471901
634	0.308545265
635	0.3083029294
636	0.308139935
637	0.3079992872
638	0.3078005851
639	0.307581801
640	0.3073542192
641	0.3071366989
642	0.3070031041
643	0.3067956355
644	0.306639775
645	0.3064534816
646	0.3062752182
647	0.3060916262
648	0.3059241616
649	0.3057450837
650	0.3055657149
651	0.3054284363
652	0.3052355258
653	0.3050520623
654	0.304906566
655	0.3047163136
656	0.304520169
657	0.3042514661
658	0.3041240395
659	0.3039300171
660	0.3036859722
661	0.3035271306
662	0.3033889448
663	0.3032862417
664	0.3031086141
665	0.3029587789
666	0.3027781664
667	0.302637709
668	0.3023541958
669	0.3021411572
670	0.3020357619
671	0.3018609812
672	0.3016812885
673	0.3015300239
674	0.3014154098
675	0.3011696014
676	0.3010063562
677	0.3008457424
678	0.3006407664
679	0.3005288371
680	0.30040489
681	0.3002638302
682	0.3001072909
683	0.2999915673
684	0.2998410732
685	0.2996421235
686	0.2994770071
687	0.299309686
688	0.2991752537
689	0.2989984065
690	0.2988341894
691	0.2986843015
692	0.2985424806
693	0.2983682562
694	0.2981493488
695	0.2980026701
696	0.2977823945
697	0.2975629872
698	0.2973282538
699	0.2971565515
700	0.2969869158
701	0.2968510755
702	0.2966484756
703	0.2964617385
704	0.2962473939
705	0.2961648866
706	0.2958954101
707	0.2957086135
708	0.2955120339
709	0.2952912778
710	0.2951276698
711	0.2949427554
712	0.2947510716
713	0.2945447861
714	0.2943866049
715	0.2942090583
716	0.2940788558
717	0.2939308308
718	0.2937680966
719	0.2935442202
720	0.2933484829
721	0.2930755999
722	0.2928916234
723	0.2927614035
724	0.2926050496
725	0.2924365117
726	0.2922312776
727	0.2920959804
728	0.2918544847
729	0.2917232153
730	0.2915714351
731	0.2914244937
732	0.2912396995
733	0.2911321277
734	0.2909189329
735	0.2907485185
736	0.2905626103
737	0.2903674335
738	0.2902092126
739	0.2900291098
740	0.2898912046
741	0.2897274326
742	0.2895715859
743	0.289371904
744	0.2892293629
745	0.2889899246
746	0.2888504194
747	0.2887465574
748	0.2885621507
749	0.2883462344
750	0.288133115
751	0.2879803644
752	0.2878182789
753	0.2876757958
754	0.2874389893
755	0.2872594936
756	0.2871253377
757	0.2869522531
758	0.2868271565
759	0.2866992677
760	0.2865685245
761	0.286374524
762	0.2862685012
763	0.2860332117
764	0.2858927614
765	0.2857561581
766	0.2855861867
767	0.2852984553
768	0.2851068001
769	0.2849703148
770	0.2848045012
771	0.2846435076
772	0.2844066662
773	0.2843040768
774	0.284164452
775	0.2839945435
776	0.2838186621
777	0.2836473214
778	0.283493623
779	0.2833144497
780	0.2830851189
781	0.2829139961
782	0.2827662185
783	0.28263838
784	0.2824671977
785	0.2822954514
786	0.2821660864
787	0.2820508377
788	0.281920674
789	0.2817320572
790	0.2815595425
791	0.2814042399
792	0.2812772272
793	0.2811126295
794	0.2809411114
795	0.2807939582
796	0.280590241
797	0.2804597982
798	0.2803671618
799	0.2802072854
800	0.2800693817
801	0.2799007288
802	0.2797061584
803	0.2795243747
804	0.2793668435
805	0.2791391899
806	0.278963929
807	0.2788334037
808	0.2786300775
809	0.2785043777
810	0.2783364274
811	0.2781497052
812	0.2780088397
813	0.277773758
814	0.2776175797
815	0.2774996082
816	0.277323541
817	0.2772039528
818	0.2770935116
819	0.276953901
820	0.2768030675
821	0.2766801494
822	0.2765067748
823	0.2763597251
824	0.2762299821
825	0.2760913048
826	0.2758831096
827	0.275721449
828	0.2755283527
829	0.2753692108
830	0.275192798
831	0.2750183147
832	0.27483901
833	0.2747188105
834	0.2745401143
835	0.274353158
836	0.2742260549
837	0.2741223037
838	0.2739810236
839	0.2738701277
840	0.2736441874
841	0.2735176793
842	0.2733381692
843	0.2731774206
844	0.2730299067
845	0.2728609194
846	0.2727225505
847	0.2725747274
848	0.2724171199
849	0.272251573
850	0.2720975743
851	0.2719577995
852	0.2718351902
853	0.2716624467
854	0.2715353027
855	0.2713359652
856	0.2711795852
857	0.2710606833
858	0.270924384
859	0.2707644897
860	0.2705954708
861	0.2704595952
862	0.2703218414
863	0.2701697933
864	0.2700506833
865	0.2698939646
866	0.2697726578
867	0.2695876426
868	0.2694274887
869	0.2692897708
870	0.2691097302
871	0.2689534282
872	0.2687755545
873	0.268607586
874	0.2684392616
875	0.2682974555
876	0.2681415487
877	0.2679797156
878	0.2678544532
879	0.2677225224
880	0.2676012157
881	0.2674412836
882	0.2673125861
883	0.2671583574
884	0.2670423108
885	0.2669243109
886	0.266824599
887	0.2666645943
888	0.2664694772
889	0.2663151561
890	0.2661571767
891	0.2658964552
892	0.2657560358
893	0.2655668451
894	0.2653617156
895	0.2652069645
896	0.265108791
897	0.2649735604
898	0.2648618859
899	0.2647546837
900	0.2646437289
901	0.2644337283
902	0.2642688268
903	0.2641027683
904	0.2639461274
905	0.2638316177
906	0.2636866037
907	0.2635553708
908	0.2634162546
909	0.2632670537
910	0.2631544444
911	0.2629069397
912	0.2626847607
913	0.2625193478
914	0.2623739225
915	0.2621779575
916	0.2620277159
917	0.2619036768
918	0.2617234731
919	0.2616087344
920	0.2614310214
921	0.2613019248
922	0.2611468951
923	0.2610195092
924	0.2609015993
925	0.260754407
926	0.2605156272
927	0.260373413
928	0.260255374
929	0.2600961916
930	0.2599863567
931	0.2598469741
932	0.2596887418
933	0.2595373304
934	0.25942911
935	0.2592938986
936	0.2591163352
937	0.2589628184
938	0.2588261619
939	0.2587373943
940	0.2586561116
941	0.2585131952
942	0.2583595381
943	0.2581967868
944	0.2580719926
945	0.2578713597
946	0.2577433951
947	0.2576234619
948	0.2574401718
949	0.2573130286
950	0.2572037471
951	0.2570693801
952	0.256933004
953	0.2568246834
954	0.2566596014
955	0.2565089926
956	0.2564101251
957	0.2562869647
958	0.2561553771
959	0.2560372149
960	0.2559057904
961	0.2557552593
962	0.2556320161
963	0.2555067741
964	0.2553254432
965	0.2551886815
966	0.2550074616
967	0.2549023386
968	0.2547411796
969	0.2545957549
970	0.2544685032
971	0.254335957
972	0.2541482262
973	0.2539886358
974	0.2538730441
975	0.2537150342
976	0.2535461138
977	0.2533188202
978	0.253197913
979	0.2530852736
980	0.2529560899
981	0.2528307983
982	0.2526836166
983	0.2525307294
984	0.2524291719
985	0.2522926072
986	0.2521841199
987	0.2520340069
988	0.2519019769
989	0.251781085
990	0.2515991037
991	0.251485041
992	0.2513263275
993	0.2511738114
994	0.2510164246
995	0.2508920257
996	0.2507625003
997	0.2506469039
998	0.2505069918
999	0.2503797609
